"placa;fecha;hora;ingreso;;;;;;;;"
"JIG 644;26/03/2017;07:49:26;E;;;;;;;;"
"GTR 220;26/03/2017;07:49:29;E;;;;;;;;"
"ASY 073;26/03/2017;07:49:30;S;;;;;;;;"
"OKX 921;26/03/2017;07:59:14;S;;;;;;;;"
"YHG 964;26/03/2017;08:04:52;S;;;;;;;;"
"IDJ 384;26/03/2017;08:07:13;S;;;;;;;;"
"HIR 486;26/03/2017;08:10:09;S;;;;;;;;"
"ERX 655;26/03/2017;08:10:39;E;;;;;;;;"
"DAQ 047;26/03/2017;08:16:23;E;;;;;;;;"
"OTQ 210;26/03/2017;08:33:50;S;;;;;;;;"
"GDD 151;26/03/2017;08:41:35;E;;;;;;;;"
"MIB 955;26/03/2017;08:41:42;S;;;;;;;;"
"URL 234;26/03/2017;08:44:30;S;;;;;;;;"
"ADV 807;26/03/2017;08:46:16;S;;;;;;;;"
"HZU 428;26/03/2017;08:52:47;S;;;;;;;;"
"CXS 619;26/03/2017;08:54:49;S;;;;;;;;"
"JLJ 070;26/03/2017;08:57:06;S;;;;;;;;"
"OVT 591;26/03/2017;09:01:24;E;;;;;;;;"
"XHJ 852;26/03/2017;09:04:49;S;;;;;;;;"
"REC 741;26/03/2017;09:07:00;S;;;;;;;;"
"EHV 413;26/03/2017;09:09:01;E;;;;;;;;"
"CVW 940;26/03/2017;09:09:19;E;;;;;;;;"
"YTW 247;26/03/2017;09:23:41;S;;;;;;;;"
"HPZ 463;26/03/2017;09:26:52;S;;;;;;;;"
"EUU 938;26/03/2017;09:33:08;E;;;;;;;;"
"DML 827;26/03/2017;09:39:51;E;;;;;;;;"
"WSG 589;26/03/2017;10:05:06;S;;;;;;;;"
"QSV 087;26/03/2017;10:34:37;E;;;;;;;;"
"HAT 663;26/03/2017;10:40:53;S;;;;;;;;"
"SVN 151;26/03/2017;10:42:07;E;;;;;;;;"
"YLG 158;26/03/2017;10:47:26;E;;;;;;;;"
"ZET 154;26/03/2017;10:49:23;S;;;;;;;;"
"FPX 682;26/03/2017;10:51:45;E;;;;;;;;"
"XTQ 388;26/03/2017;11:01:53;S;;;;;;;;"
"WIZ 267;26/03/2017;11:05:00;S;;;;;;;;"
"EUU 938;26/03/2017;11:05:03;S;;;;;;;;"
"QUZ 524;26/03/2017;11:14:15;S;;;;;;;;"
"SGF 748;26/03/2017;11:17:37;S;;;;;;;;"
"CCU 078;26/03/2017;11:23:38;S;;;;;;;;"
"RYY 139;26/03/2017;11:29:29;E;;;;;;;;"
"ATG 357;26/03/2017;11:32:38;S;;;;;;;;"
"UPW 365;26/03/2017;11:33:13;S;;;;;;;;"
"DIH 817;26/03/2017;11:50:14;E;;;;;;;;"
"HUO 931;26/03/2017;11:53:12;S;;;;;;;;"
"ZZM 107;26/03/2017;11:54:30;E;;;;;;;;"
"HDL 607;26/03/2017;11:57:32;S;;;;;;;;"
"AJI 572;26/03/2017;11:59:28;E;;;;;;;;"
"RQE 971;26/03/2017;12:02:56;S;;;;;;;;"
"ZZM 107;26/03/2017;12:07:58;S;;;;;;;;"
"WDH 708;26/03/2017;12:13:15;S;;;;;;;;"
"BZD 015;26/03/2017;12:26:26;E;;;;;;;;"
"KBK 147;26/03/2017;12:29:12;E;;;;;;;;"
"PBR 910;26/03/2017;12:31:29;S;;;;;;;;"
"JXB 928;26/03/2017;12:31:43;E;;;;;;;;"
"JFD 449;26/03/2017;12:32:05;S;;;;;;;;"
"DQM 921;26/03/2017;12:50:30;E;;;;;;;;"
"PMZ 013;26/03/2017;12:52:01;E;;;;;;;;"
"JGN 952;26/03/2017;12:55:08;E;;;;;;;;"
"XZW 779;26/03/2017;13:15:09;E;;;;;;;;"
"ZYA 391;26/03/2017;13:17:55;S;;;;;;;;"
"NXS 726;26/03/2017;13:34:06;E;;;;;;;;"
"TIG 006;26/03/2017;13:34:53;E;;;;;;;;"
"BSV 761;26/03/2017;13:35:25;E;;;;;;;;"
"VIO 069;26/03/2017;13:49:26;E;;;;;;;;"
"MLB 266;26/03/2017;13:55:18;S;;;;;;;;"
"YKT 457;26/03/2017;13:58:37;E;;;;;;;;"
"PXG 238;26/03/2017;13:58:40;S;;;;;;;;"
"EWR 741;26/03/2017;13:59:13;E;;;;;;;;"
"TSY 306;26/03/2017;14:00:51;S;;;;;;;;"
"NVJ 718;26/03/2017;14:03:47;S;;;;;;;;"
"HXB 230;26/03/2017;14:06:59;S;;;;;;;;"
"XTF 239;26/03/2017;14:08:00;E;;;;;;;;"
"GWW 928;26/03/2017;14:12:36;S;;;;;;;;"
"VOX 052;26/03/2017;14:42:53;S;;;;;;;;"
"MFH 339;26/03/2017;14:46:24;S;;;;;;;;"
"TNS 662;26/03/2017;14:48:46;S;;;;;;;;"
"QSV 087;26/03/2017;14:59:37;S;;;;;;;;"
"DWM 401;26/03/2017;15:07:14;E;;;;;;;;"
"JKU 164;26/03/2017;15:09:26;E;;;;;;;;"
"BSL 988;26/03/2017;15:13:23;S;;;;;;;;"
"PMZ 013;26/03/2017;15:17:54;S;;;;;;;;"
"LSB 079;26/03/2017;15:27:11;E;;;;;;;;"
"SHO 225;26/03/2017;15:27:21;E;;;;;;;;"
"XWH 343;26/03/2017;15:27:43;E;;;;;;;;"
"YLP 911;26/03/2017;15:36:49;S;;;;;;;;"
"UEQ 112;26/03/2017;15:37:42;E;;;;;;;;"
"BOE 520;26/03/2017;15:38:32;S;;;;;;;;"
"FPY 876;26/03/2017;15:40:39;E;;;;;;;;"
"EWR 741;26/03/2017;15:42:15;S;;;;;;;;"
"PMH 796;26/03/2017;15:44:44;E;;;;;;;;"
"RYN 018;26/03/2017;15:45:36;E;;;;;;;;"
"TIG 006;26/03/2017;15:47:48;S;;;;;;;;"
"BKB 236;26/03/2017;15:48:35;E;;;;;;;;"
"DFO 075;26/03/2017;15:54:30;E;;;;;;;;"
"GCB 627;26/03/2017;15:57:26;S;;;;;;;;"
"IPG 123;26/03/2017;15:57:26;E;;;;;;;;"
"QUX 888;26/03/2017;15:59:20;S;;;;;;;;"
"DXI 145;26/03/2017;15:59:43;E;;;;;;;;"
"FOE 644;26/03/2017;16:02:06;E;;;;;;;;"
"SVN 151;26/03/2017;16:06:49;E;;;;;;;;"
"HMN 570;26/03/2017;16:06:58;E;;;;;;;;"
"VJH 018;26/03/2017;16:19:36;E;;;;;;;;"
"CCU 078;26/03/2017;16:22:48;E;;;;;;;;"
"ANH 847;26/03/2017;16:49:37;E;;;;;;;;"
"FOE 644;26/03/2017;16:53:48;S;;;;;;;;"
"PHH 353;26/03/2017;16:58:18;E;;;;;;;;"
"IPG 123;26/03/2017;17:01:26;S;;;;;;;;"
"WGR 671;26/03/2017;17:01:52;E;;;;;;;;"
"RXW 126;26/03/2017;17:08:02;S;;;;;;;;"
"PMH 796;26/03/2017;17:09:02;S;;;;;;;;"
"GXX 113;26/03/2017;17:09:07;E;;;;;;;;"
"XPC 742;26/03/2017;17:12:16;E;;;;;;;;"
"EZX 859;26/03/2017;17:12:19;E;;;;;;;;"
"FCG 266;26/03/2017;17:14:22;E;;;;;;;;"
"SFB 218;26/03/2017;17:16:37;S;;;;;;;;"
"PRP 468;26/03/2017;17:21:03;S;;;;;;;;"
"EHF 517;26/03/2017;17:21:25;E;;;;;;;;"
"FPX 682;26/03/2017;17:27:08;S;;;;;;;;"
"RCR 109;26/03/2017;17:27:22;S;;;;;;;;"
"AGU 591;26/03/2017;17:31:45;S;;;;;;;;"
"YAP 058;26/03/2017;17:35:18;S;;;;;;;;"
"ZVF 000;26/03/2017;17:37:18;E;;;;;;;;"
"WFT 629;26/03/2017;17:44:13;S;;;;;;;;"
"XUC 884;26/03/2017;17:55:48;E;;;;;;;;"
"YSI 198;26/03/2017;18:02:09;E;;;;;;;;"
"DBF 586;26/03/2017;18:04:43;S;;;;;;;;"
"IZY 219;26/03/2017;18:10:08;S;;;;;;;;"
"MXK 156;26/03/2017;18:11:11;S;;;;;;;;"
"XLS 890;26/03/2017;18:11:39;E;;;;;;;;"
"PJH 453;26/03/2017;18:19:13;S;;;;;;;;"
"LFZ 234;26/03/2017;18:29:54;E;;;;;;;;"
"SNA 546;26/03/2017;18:48:34;S;;;;;;;;"
"SNP 744;26/03/2017;18:55:22;E;;;;;;;;"
"JFD 449;26/03/2017;18:58:05;E;;;;;;;;"
"JIG 644;26/03/2017;19:01:57;S;;;;;;;;"
"WEX 387;26/03/2017;19:04:05;S;;;;;;;;"
"ECQ 086;26/03/2017;19:10:16;S;;;;;;;;"
"NQQ 594;26/03/2017;19:13:47;S;;;;;;;;"
"QHX 217;26/03/2017;19:14:51;E;;;;;;;;"
"AGU 591;26/03/2017;19:15:18;S;;;;;;;;"
"JZJ 077;26/03/2017;19:15:36;E;;;;;;;;"
"PUM 000;26/03/2017;19:28:49;E;;;;;;;;"
"TAI 776;26/03/2017;19:33:22;S;;;;;;;;"
"EIS 237;26/03/2017;19:38:00;S;;;;;;;;"
"AUM 938;26/03/2017;19:40:32;E;;;;;;;;"
"BYS 338;26/03/2017;19:45:17;E;;;;;;;;"
"ZYX 032;26/03/2017;19:50:24;E;;;;;;;;"
"WXG 638;26/03/2017;19:58:40;S;;;;;;;;"
"LOH 353;26/03/2017;19:58:44;E;;;;;;;;"
"YLP 911;26/03/2017;20:09:01;S;;;;;;;;"
"EFA 768;26/03/2017;20:10:17;S;;;;;;;;"
"QVE 247;26/03/2017;20:11:21;E;;;;;;;;"
"KXD 314;26/03/2017;20:18:50;E;;;;;;;;"
"QQE 992;26/03/2017;20:25:15;E;;;;;;;;"
"SHG 940;26/03/2017;20:32:42;S;;;;;;;;"
"XTF 239;26/03/2017;20:49:46;S;;;;;;;;"
"UQT 205;26/03/2017;20:51:04;E;;;;;;;;"
"WZA 143;26/03/2017;20:53:15;S;;;;;;;;"
"REC 741;26/03/2017;20:58:59;S;;;;;;;;"
"FCG 266;26/03/2017;20:59:47;S;;;;;;;;"
"YME 608;26/03/2017;21:00:46;S;;;;;;;;"
"THJ 342;26/03/2017;21:10:50;S;;;;;;;;"
"YNB 388;26/03/2017;21:14:31;E;;;;;;;;"
"FTM 210;26/03/2017;21:23:51;E;;;;;;;;"
"ULW 966;26/03/2017;21:26:48;E;;;;;;;;"
"JTP 593;26/03/2017;21:28:11;S;;;;;;;;"
"TNS 662;26/03/2017;21:29:42;E;;;;;;;;"
"XKP 495;26/03/2017;21:30:45;E;;;;;;;;"
"IZS 220;26/03/2017;21:30:51;E;;;;;;;;"
"DFO 075;26/03/2017;21:36:02;S;;;;;;;;"
"AKA 426;26/03/2017;21:38:56;E;;;;;;;;"
"DWM 401;26/03/2017;21:40:01;S;;;;;;;;"
"EEO 260;26/03/2017;21:45:16;S;;;;;;;;"
"LOH 353;26/03/2017;21:45:44;S;;;;;;;;"
"CLX 359;26/03/2017;21:49:01;E;;;;;;;;"
"EBQ 399;26/03/2017;21:56:28;E;;;;;;;;"
"MCR 691;26/03/2017;22:07:04;E;;;;;;;;"
"FTM 210;26/03/2017;22:19:52;S;;;;;;;;"
"PMZ 013;26/03/2017;22:26:50;S;;;;;;;;"
"GPO 962;26/03/2017;22:34:55;E;;;;;;;;"
"RCO 815;26/03/2017;22:41:49;E;;;;;;;;"
"QSS 596;26/03/2017;22:46:04;E;;;;;;;;"
"XVD 384;26/03/2017;22:52:27;S;;;;;;;;"
"ROK 667;26/03/2017;22:58:57;E;;;;;;;;"
"KXH 499;26/03/2017;23:16:38;E;;;;;;;;"
"IAP 583;26/03/2017;23:20:32;E;;;;;;;;"
"BSV 761;26/03/2017;23:25:35;S;;;;;;;;"
"RHM 529;26/03/2017;23:28:35;E;;;;;;;;"
"SNP 744;26/03/2017;23:29:45;S;;;;;;;;"
"XAA 808;26/03/2017;23:31:36;S;;;;;;;;"
"YKT 457;26/03/2017;23:33:59;S;;;;;;;;"
"IYV 850;26/03/2017;23:35:53;S;;;;;;;;"
"TRT 351;26/03/2017;23:37:43;E;;;;;;;;"
"IWK 968;26/03/2017;23:48:26;E;;;;;;;;"
"IDJ 384;26/03/2017;23:49:38;S;;;;;;;;"
"CJC 119;26/03/2017;23:53:00;E;;;;;;;;"
"AUM 938;26/03/2017;23:57:16;S;;;;;;;;"
"PHH 353;26/03/2017;23:59:59;S;;;;;;;;"
"XRM 991;27/03/2017;00:00:37;S;;;;;;;;"
"UNU 683;27/03/2017;00:03:11;E;;;;;;;;"
"EZX 859;27/03/2017;00:04:32;S;;;;;;;;"
"YNB 388;27/03/2017;00:06:54;S;;;;;;;;"
"JKY 704;27/03/2017;00:12:47;S;;;;;;;;"
"PSL 118;27/03/2017;00:17:17;E;;;;;;;;"
"HUO 931;27/03/2017;00:18:08;E;;;;;;;;"
"EGO 382;27/03/2017;00:19:50;E;;;;;;;;"
"MJI 648;27/03/2017;00:20:22;E;;;;;;;;"
"SAB 625;27/03/2017;00:23:11;E;;;;;;;;"
"EPV 185;27/03/2017;00:25:36;S;;;;;;;;"
"IJH 601;27/03/2017;00:27:11;E;;;;;;;;"
"EWX 489;27/03/2017;00:36:58;S;;;;;;;;"
"ZEL 068;27/03/2017;00:43:44;E;;;;;;;;"
"ZTJ 208;27/03/2017;00:52:20;E;;;;;;;;"
"UAY 958;27/03/2017;01:00:04;E;;;;;;;;"
"TII 913;27/03/2017;01:00:46;E;;;;;;;;"
"NIG 359;27/03/2017;01:01:14;S;;;;;;;;"
"XDB 773;27/03/2017;01:13:08;E;;;;;;;;"
"PIQ 758;27/03/2017;01:21:27;E;;;;;;;;"
"WUG 433;27/03/2017;01:22:31;E;;;;;;;;"
"WAN 349;27/03/2017;01:29:42;E;;;;;;;;"
"VJH 018;27/03/2017;01:34:12;E;;;;;;;;"
"DXI 145;27/03/2017;01:43:46;S;;;;;;;;"
"TNS 662;27/03/2017;01:46:22;S;;;;;;;;"
"HUO 931;27/03/2017;01:54:06;E;;;;;;;;"
"UAY 958;27/03/2017;01:54:11;E;;;;;;;;"
"GTR 220;27/03/2017;01:57:37;S;;;;;;;;"
"ZTJ 208;27/03/2017;01:59:03;E;;;;;;;;"
"TYT 696;27/03/2017;02:00:32;E;;;;;;;;"
"GJQ 137;27/03/2017;02:17:40;S;;;;;;;;"
"XTF 239;27/03/2017;02:21:49;S;;;;;;;;"
"SVN 151;27/03/2017;02:23:53;S;;;;;;;;"
"TXR 557;27/03/2017;02:25:19;E;;;;;;;;"
"XSM 354;27/03/2017;02:28:08;E;;;;;;;;"
"OUR 492;27/03/2017;02:30:28;E;;;;;;;;"
"VHN 381;27/03/2017;02:31:17;S;;;;;;;;"
"CCU 078;27/03/2017;02:35:49;S;;;;;;;;"
"NXS 726;27/03/2017;02:48:13;S;;;;;;;;"
"MZY 077;27/03/2017;02:52:48;E;;;;;;;;"
"OUO 774;27/03/2017;02:54:08;S;;;;;;;;"
"VZK 579;27/03/2017;02:55:52;E;;;;;;;;"
"YLG 158;27/03/2017;02:57:14;S;;;;;;;;"
"DFG 816;27/03/2017;03:02:36;S;;;;;;;;"
"EFP 040;27/03/2017;03:04:02;E;;;;;;;;"
"BYS 338;27/03/2017;03:08:35;S;;;;;;;;"
"UEN 356;27/03/2017;03:10:36;E;;;;;;;;"
"QRU 670;27/03/2017;03:11:39;E;;;;;;;;"
"MFH 339;27/03/2017;03:12:07;S;;;;;;;;"
"WWV 413;27/03/2017;03:12:31;S;;;;;;;;"
"BVY 652;27/03/2017;03:14:17;S;;;;;;;;"
"CTP 368;27/03/2017;03:16:04;E;;;;;;;;"
"ROO 622;27/03/2017;03:22:58;E;;;;;;;;"
"OUO 774;27/03/2017;03:27:18;S;;;;;;;;"
"JTI 658;27/03/2017;03:27:24;E;;;;;;;;"
"ULS 948;27/03/2017;03:27:40;E;;;;;;;;"
"PIQ 758;27/03/2017;03:33:10;E;;;;;;;;"
"CVW 940;27/03/2017;03:33:32;S;;;;;;;;"
"QSV 087;27/03/2017;03:35:51;S;;;;;;;;"
"ULS 948;27/03/2017;03:37:47;S;;;;;;;;"
"TYW 307;27/03/2017;03:38:52;E;;;;;;;;"
"TRG 840;27/03/2017;03:40:31;E;;;;;;;;"
"EUU 938;27/03/2017;03:50:38;E;;;;;;;;"
"EFP 040;27/03/2017;03:51:05;S;;;;;;;;"
"XQM 891;27/03/2017;03:52:55;E;;;;;;;;"
"NWD 971;27/03/2017;03:58:44;S;;;;;;;;"
"KQN 688;27/03/2017;04:00:05;E;;;;;;;;"
"JVR 618;27/03/2017;04:00:16;E;;;;;;;;"
"ZEL 068;27/03/2017;04:02:21;E;;;;;;;;"
"XQM 891;27/03/2017;04:03:57;S;;;;;;;;"
"QSM 149;27/03/2017;04:05:12;S;;;;;;;;"
"GGL 352;27/03/2017;04:12:53;S;;;;;;;;"
"XEP 351;27/03/2017;04:22:57;E;;;;;;;;"
"YRV 087;27/03/2017;04:25:34;E;;;;;;;;"
"RHM 529;27/03/2017;04:29:31;E;;;;;;;;"
"RCO 815;27/03/2017;04:29:37;S;;;;;;;;"
"BYK 435;27/03/2017;04:30:59;E;;;;;;;;"
"PUM 000;27/03/2017;04:31:36;E;;;;;;;;"
"HQY 871;27/03/2017;04:34:01;E;;;;;;;;"
"CRV 013;27/03/2017;04:40:52;E;;;;;;;;"
"QNK 254;27/03/2017;04:40:57;S;;;;;;;;"
"DML 827;27/03/2017;04:46:28;E;;;;;;;;"
"WRK 529;27/03/2017;04:46:46;E;;;;;;;;"
"SHO 225;27/03/2017;04:50:09;S;;;;;;;;"
"TYW 307;27/03/2017;04:52:06;S;;;;;;;;"
"CJC 119;27/03/2017;04:54:31;S;;;;;;;;"
"BKB 236;27/03/2017;04:55:46;E;;;;;;;;"
"FPY 876;27/03/2017;05:01:25;E;;;;;;;;"
"KXH 499;27/03/2017;05:06:46;S;;;;;;;;"
"DML 827;27/03/2017;05:10:55;S;;;;;;;;"
"ZET 154;27/03/2017;05:11:06;E;;;;;;;;"
"ZVF 000;27/03/2017;05:13:27;S;;;;;;;;"
"UAY 958;27/03/2017;05:23:17;S;;;;;;;;"
"EZX 859;27/03/2017;05:34:20;S;;;;;;;;"
"TII 913;27/03/2017;05:39:40;S;;;;;;;;"
"HFL 516;27/03/2017;05:40:09;E;;;;;;;;"
"PSL 118;27/03/2017;05:42:29;S;;;;;;;;"
"IZS 220;27/03/2017;05:43:35;S;;;;;;;;"
"YPF 622;27/03/2017;05:52:42;S;;;;;;;;"
"AKA 426;27/03/2017;05:52:44;S;;;;;;;;"
"SVN 151;27/03/2017;05:58:56;S;;;;;;;;"
"QFF 087;27/03/2017;06:18:53;E;;;;;;;;"
"PXG 238;27/03/2017;06:25:04;E;;;;;;;;"
"FXC 380;27/03/2017;06:26:44;E;;;;;;;;"
"SEW 411;27/03/2017;06:37:11;E;;;;;;;;"
"XSM 354;27/03/2017;06:39:37;S;;;;;;;;"
"YST 012;27/03/2017;06:45:27;S;;;;;;;;"
"MIB 955;27/03/2017;06:50:29;S;;;;;;;;"
"LTQ 448;27/03/2017;06:51:03;E;;;;;;;;"
"QNK 254;27/03/2017;07:06:47;E;;;;;;;;"
"YNW 756;27/03/2017;07:08:12;E;;;;;;;;"
"UAY 958;27/03/2017;07:10:01;S;;;;;;;;"
"WAN 349;27/03/2017;07:13:15;S;;;;;;;;"
"ANQ 040;27/03/2017;07:14:50;S;;;;;;;;"
"DQM 921;27/03/2017;07:18:05;S;;;;;;;;"
"JTI 658;27/03/2017;07:19:08;S;;;;;;;;"
"CRV 013;27/03/2017;07:28:52;S;;;;;;;;"
"STQ 722;27/03/2017;07:37:11;E;;;;;;;;"
"STQ 722;27/03/2017;07:37:16;S;;;;;;;;"
"ONT 236;27/03/2017;07:39:00;E;;;;;;;;"
"OIZ 414;27/03/2017;07:39:30;E;;;;;;;;"
"NEG 837;27/03/2017;07:50:33;S;;;;;;;;"
"BYP 440;27/03/2017;07:53:39;E;;;;;;;;"
"AUM 938;27/03/2017;07:55:39;E;;;;;;;;"
"WRR 397;27/03/2017;07:59:23;E;;;;;;;;"
"EZP 834;27/03/2017;08:15:23;S;;;;;;;;"
"GDD 151;27/03/2017;08:19:22;S;;;;;;;;"
"EUU 938;27/03/2017;08:20:15;E;;;;;;;;"
"IKJ 806;27/03/2017;08:30:48;E;;;;;;;;"
"VZK 579;27/03/2017;08:33:07;S;;;;;;;;"
"XTQ 388;27/03/2017;08:35:59;S;;;;;;;;"
"UAO 814;27/03/2017;08:41:56;E;;;;;;;;"
"ZET 154;27/03/2017;08:47:28;S;;;;;;;;"
"RYY 139;27/03/2017;08:52:01;S;;;;;;;;"
"GPO 962;27/03/2017;09:00:39;S;;;;;;;;"
"EOC 495;27/03/2017;09:03:04;E;;;;;;;;"
"EOC 495;27/03/2017;09:15:08;S;;;;;;;;"
"JOY 791;27/03/2017;09:17:19;S;;;;;;;;"
"IWK 968;27/03/2017;09:17:40;S;;;;;;;;"
"LFZ 234;27/03/2017;09:18:02;S;;;;;;;;"
"ANH 847;27/03/2017;09:32:33;S;;;;;;;;"
"TRG 840;27/03/2017;09:46:43;S;;;;;;;;"
"MWB 535;27/03/2017;09:48:38;E;;;;;;;;"
"UMY 957;27/03/2017;09:50:25;E;;;;;;;;"
"ZTJ 208;27/03/2017;09:58:15;S;;;;;;;;"
"MAE 308;27/03/2017;09:59:57;E;;;;;;;;"
"RRH 435;27/03/2017;10:00:49;E;;;;;;;;"
"JNQ 811;27/03/2017;10:02:46;E;;;;;;;;"
"DAQ 047;27/03/2017;10:02:49;S;;;;;;;;"
"EHV 413;27/03/2017;10:09:14;S;;;;;;;;"
"MWB 535;27/03/2017;10:12:22;S;;;;;;;;"
"XZW 779;27/03/2017;10:15:19;S;;;;;;;;"
"BYP 440;27/03/2017;10:18:11;S;;;;;;;;"
"QQE 992;27/03/2017;10:21:10;S;;;;;;;;"
"OAM 895;27/03/2017;10:25:26;E;;;;;;;;"
"WSU 905;27/03/2017;10:28:33;E;;;;;;;;"
"HHR 417;27/03/2017;10:38:21;S;;;;;;;;"
"PUM 000;27/03/2017;10:51:58;S;;;;;;;;"
"PNR 039;27/03/2017;10:55:18;E;;;;;;;;"
"DFO 075;27/03/2017;10:55:19;S;;;;;;;;"
"KBK 147;27/03/2017;11:01:29;S;;;;;;;;"
"DRY 452;27/03/2017;11:01:59;E;;;;;;;;"
"OCD 071;27/03/2017;11:05:43;E;;;;;;;;"
"ULW 966;27/03/2017;11:09:54;E;;;;;;;;"
"NDY 972;27/03/2017;11:16:27;S;;;;;;;;"
"RHM 529;27/03/2017;11:18:54;S;;;;;;;;"
"UAY 958;27/03/2017;11:21:29;S;;;;;;;;"
"ONT 236;27/03/2017;11:36:53;S;;;;;;;;"
"TIO 671;27/03/2017;11:40:03;E;;;;;;;;"
"NIG 359;27/03/2017;11:43:48;E;;;;;;;;"
"FNN 773;27/03/2017;11:49:13;S;;;;;;;;"
"MJI 648;27/03/2017;11:49:17;S;;;;;;;;"
"DIH 817;27/03/2017;11:52:40;S;;;;;;;;"
"GPH 219;27/03/2017;11:52:54;E;;;;;;;;"
"OVT 591;27/03/2017;11:54:24;S;;;;;;;;"
"QSS 596;27/03/2017;11:55:33;S;;;;;;;;"
"LSB 079;27/03/2017;11:59:07;S;;;;;;;;"
"EFP 040;27/03/2017;12:00:01;E;;;;;;;;"
"DEX 762;27/03/2017;12:10:19;E;;;;;;;;"
"SAB 625;27/03/2017;12:13:06;E;;;;;;;;"
"DEX 762;27/03/2017;12:13:15;S;;;;;;;;"
"ZYR 828;27/03/2017;12:15:03;S;;;;;;;;"
"NEG 837;27/03/2017;12:19:53;S;;;;;;;;"
"AJI 572;27/03/2017;12:33:02;S;;;;;;;;"
"KLR 666;27/03/2017;12:39:18;S;;;;;;;;"
"SAB 625;27/03/2017;12:53:10;E;;;;;;;;"
"AIK 988;27/03/2017;12:57:03;S;;;;;;;;"
"LCY 510;27/03/2017;13:00:14;E;;;;;;;;"
"FDH 940;27/03/2017;13:08:19;S;;;;;;;;"
"NPM 126;27/03/2017;13:13:21;E;;;;;;;;"
"EHF 517;27/03/2017;13:20:53;S;;;;;;;;"
"BZD 015;27/03/2017;13:27:25;S;;;;;;;;"
"RHM 529;27/03/2017;13:32:41;S;;;;;;;;"
"GBK 494;27/03/2017;13:35:28;E;;;;;;;;"
"MCR 691;27/03/2017;13:36:11;S;;;;;;;;"
"QKU 236;27/03/2017;13:42:14;E;;;;;;;;"
"BYK 435;27/03/2017;13:46:33;S;;;;;;;;"
"UEQ 112;27/03/2017;13:50:05;E;;;;;;;;"
"ZWL 769;27/03/2017;14:07:12;E;;;;;;;;"
"XKP 495;27/03/2017;14:21:26;S;;;;;;;;"
"KZM 168;27/03/2017;14:24:01;E;;;;;;;;"
"UEQ 112;27/03/2017;14:41:41;S;;;;;;;;"
"OFI 421;27/03/2017;14:42:56;E;;;;;;;;"
"NVJ 718;27/03/2017;14:45:12;E;;;;;;;;"
"XEP 351;27/03/2017;14:50:14;S;;;;;;;;"
"OUR 492;27/03/2017;15:04:27;S;;;;;;;;"
"ZWL 769;27/03/2017;15:06:05;E;;;;;;;;"
"DQW 962;27/03/2017;15:17:31;E;;;;;;;;"
"WRK 529;27/03/2017;15:24:04;S;;;;;;;;"
"HIK 390;27/03/2017;15:25:32;E;;;;;;;;"
"HFL 516;27/03/2017;15:33:56;S;;;;;;;;"
"MWB 535;27/03/2017;15:46:36;E;;;;;;;;"
"YLP 911;27/03/2017;15:57:45;E;;;;;;;;"
"XHR 187;27/03/2017;16:00:58;E;;;;;;;;"
"EUU 938;27/03/2017;16:12:47;S;;;;;;;;"
"XDB 773;27/03/2017;16:13:36;S;;;;;;;;"
"UNU 683;27/03/2017;16:19:30;S;;;;;;;;"
"VVD 162;27/03/2017;16:24:52;E;;;;;;;;"
"PUM 000;27/03/2017;16:27:46;S;;;;;;;;"
"WGR 671;27/03/2017;16:50:48;S;;;;;;;;"
"KEM 227;27/03/2017;16:54:54;E;;;;;;;;"
"FCN 978;27/03/2017;16:56:14;E;;;;;;;;"
"PXG 238;27/03/2017;16:57:26;S;;;;;;;;"
"FPY 876;27/03/2017;17:05:03;S;;;;;;;;"
"QPE 119;27/03/2017;17:09:46;S;;;;;;;;"
"SEW 411;27/03/2017;17:13:06;S;;;;;;;;"
"QOH 593;27/03/2017;17:14:13;E;;;;;;;;"
"RYP 420;27/03/2017;17:16:42;E;;;;;;;;"
"LFZ 234;27/03/2017;17:19:55;E;;;;;;;;"
"DON 342;27/03/2017;17:22:43;E;;;;;;;;"
"PED 889;27/03/2017;17:35:26;E;;;;;;;;"
"TWL 586;27/03/2017;17:41:50;E;;;;;;;;"
"QVE 247;27/03/2017;17:51:53;S;;;;;;;;"
"OSX 880;27/03/2017;17:55:51;E;;;;;;;;"
"XSM 354;27/03/2017;18:00:59;E;;;;;;;;"
"ZEL 068;27/03/2017;18:12:50;S;;;;;;;;"
"SKD 239;27/03/2017;18:13:12;E;;;;;;;;"
"NIG 359;27/03/2017;18:22:54;S;;;;;;;;"
"BSL 988;27/03/2017;18:24:14;E;;;;;;;;"
"SAB 625;27/03/2017;18:26:13;S;;;;;;;;"
"IKJ 806;27/03/2017;18:30:11;S;;;;;;;;"
"PVJ 768;27/03/2017;18:30:46;E;;;;;;;;"
"RYN 018;27/03/2017;18:33:21;S;;;;;;;;"
"YSI 198;27/03/2017;18:37:19;S;;;;;;;;"
"EWO 133;27/03/2017;18:43:31;E;;;;;;;;"
"SNA 546;27/03/2017;18:44:39;E;;;;;;;;"
"ERX 655;27/03/2017;18:49:00;S;;;;;;;;"
"ZTJ 208;27/03/2017;18:50:21;S;;;;;;;;"
"DCB 088;27/03/2017;18:53:47;E;;;;;;;;"
"MCR 691;27/03/2017;18:56:37;S;;;;;;;;"
"VKM 893;27/03/2017;19:11:58;E;;;;;;;;"
